id,name,description,topic,subtopic_code,word_count,question_count,is_system,is_public,is_ai_generated,featured,likes,order_index,is_active,created_at
c8d8121e-6c8f-5532-8d06-15a8311c1b2a,Văn học & Kỹ năng viết,Từ vựng Văn học & Kỹ năng viết — B2-C1 — luyện thi TN/HSA/SPT,Literature & Writing,E2X.07,49,22,True,True,True,False,0,47,True,2026-06-04T07:13:54.453499+00:00
3646a56f-9dc4-528e-91f2-e2277b3f1c8f,Tôn giáo & Tín ngưỡng,Từ vựng Tôn giáo & Tín ngưỡng — B2-C1 — luyện thi TN/HSA/SPT,Religion & Beliefs,E2X.07,41,22,True,True,True,False,0,48,True,2026-06-04T07:15:23.928749+00:00
96676eb6-d0b1-5ea8-8134-c04868e9e6fc,Từ nối & Diễn ngôn học thuật,Từ vựng Từ nối & Diễn ngôn học thuật — B2-C1 — luyện thi TN/HSA/SPT,Discourse Markers & Linking Words,E2X.06,49,22,True,True,True,False,0,49,True,2026-06-04T07:16:37.518982+00:00
0f682b9f-b8d3-5795-9bc5-be45fc11cced,Giới từ & Cụm từ cố định,Từ vựng Giới từ & Cụm từ cố định — B1-C1 — luyện thi TN/HSA/SPT,Prepositions & Fixed Phrases,E2X.03,40,21,True,True,True,False,0,50,True,2026-06-04T07:18:11.252634+00:00
01cf6eda-f881-57bd-a8ae-bb8cd82d1c06,Từ Nhiều Nghĩa Trong Đề,Hiểu Nghĩa Theo Ngữ Cảnh — Từ Nhiều Nghĩa Trong Đề — luyện kỹ năng từ vựng trong đề thi,Contextual Meaning,E2X.SKILL,40,20,True,True,True,False,0,61,True,2026-06-07T16:33:04.108887+00:00
87293593-bb9b-5c27-917e-4caefe11398d,Đồng Nghĩa Theo Ngữ Cảnh,Hiểu Nghĩa Theo Ngữ Cảnh — Đồng Nghĩa Theo Ngữ Cảnh — luyện kỹ năng từ vựng trong đề thi,Contextual Meaning,E2X.SKILL,40,20,True,True,True,False,0,62,True,2026-06-07T16:33:48.453147+00:00
c43db569-42e1-5783-a63c-82fe0a6338e1,Trái Nghĩa Theo Ngữ Cảnh,Hiểu Nghĩa Theo Ngữ Cảnh — Trái Nghĩa Theo Ngữ Cảnh — luyện kỹ năng từ vựng trong đề thi,Contextual Meaning,E2X.SKILL,40,20,True,True,True,False,0,63,True,2026-06-07T16:34:29.639243+00:00
9f973041-795b-5de8-bb42-658b25ede43c,Sắc Thái Nghĩa & Thái Độ,Hiểu Nghĩa Theo Ngữ Cảnh — Sắc Thái Nghĩa & Thái Độ — luyện kỹ năng từ vựng trong đề thi,Contextual Meaning,E2X.SKILL,40,20,True,True,True,False,0,64,True,2026-06-07T16:35:17.756133+00:00
cbb73d06-1bfd-5284-b1d8-99aac8ab2a09,Cặp Từ Dễ Nhầm Nghĩa,Hiểu Nghĩa Theo Ngữ Cảnh — Cặp Từ Dễ Nhầm Nghĩa — luyện kỹ năng từ vựng trong đề thi,Contextual Meaning,E2X.SKILL,40,20,True,True,True,False,0,65,True,2026-06-07T16:36:01.251104+00:00
72b96461-5009-5e68-b27f-c90d76590056,Collocation Động Từ + Danh Từ,Cụm Từ Tự Nhiên — Collocation Động Từ + Danh Từ — luyện kỹ năng từ vựng trong đề thi,Natural Word Partnerships,E2X.SKILL,40,20,True,True,True,False,0,66,True,2026-06-07T16:36:37.497774+00:00
2ffcb803-29be-541f-89c6-3ab093e9a50c,Collocation Tính Từ + Danh Từ,Cụm Từ Tự Nhiên — Collocation Tính Từ + Danh Từ — luyện kỹ năng từ vựng trong đề thi,Natural Word Partnerships,E2X.SKILL,40,20,True,True,True,False,0,67,True,2026-06-07T16:37:18.2481+00:00
3c42d2d8-9060-5801-abcb-d786bca4d600,Cụm Học Thuật Hay Gặp,Cụm Từ Tự Nhiên — Cụm Học Thuật Hay Gặp — luyện kỹ năng từ vựng trong đề thi,Natural Word Partnerships,E2X.SKILL,45,20,True,True,True,False,0,68,True,2026-06-07T16:37:55.31123+00:00
9dbdde3b-0e2d-58a0-ad8f-e426e0434995,Trạng Từ Nhấn Mạnh Tự Nhiên,Cụm Từ Tự Nhiên — Trạng Từ Nhấn Mạnh Tự Nhiên — luyện kỹ năng từ vựng trong đề thi,Natural Word Partnerships,E2X.SKILL,40,20,True,True,True,False,0,69,True,2026-06-07T16:38:35.521997+00:00
7292aace-4b9b-5126-a5f2-5206a3ba5b16,Cụm Cố Định Trong Bài Đọc,Cụm Từ Tự Nhiên — Cụm Cố Định Trong Bài Đọc — luyện kỹ năng từ vựng trong đề thi,Natural Word Partnerships,E2X.SKILL,40,20,True,True,True,False,0,70,True,2026-06-07T16:39:21.718142+00:00
98da29e4-ced5-5b89-83fc-0f93c99a51d7,Phrasal Verb Học Thuật,Cụm Động Từ & Động Từ Đi Kèm — Phrasal Verb Học Thuật — luyện kỹ năng từ vựng trong đề thi,Verb Patterns,E2X.SKILL,40,20,True,True,True,False,0,71,True,2026-06-07T16:40:03.210449+00:00
820c50d9-3512-5bf9-a5e8-bc10f012ef37,Phrasal Verb Đời Sống Trong Bài Đọc,Cụm Động Từ & Động Từ Đi Kèm — Phrasal Verb Đời Sống Trong Bài Đọc — luyện kỹ năng từ vựng trong đề thi,Verb Patterns,E2X.SKILL,40,20,True,True,True,False,0,72,True,2026-06-07T16:40:43.571315+00:00
3ac5df8d-3f1d-57ae-9a90-34ecf2af4ec2,Động Từ Đi Với Giới Từ,Cụm Động Từ & Động Từ Đi Kèm — Động Từ Đi Với Giới Từ — luyện kỹ năng từ vựng trong đề thi,Verb Patterns,E2X.SKILL,40,20,True,True,True,False,0,73,True,2026-06-07T16:41:20.114718+00:00
56c777fc-134c-5af9-8575-005acb93cf24,Cụm Động Từ Ba Thành Phần,Cụm Động Từ & Động Từ Đi Kèm — Cụm Động Từ Ba Thành Phần — luyện kỹ năng từ vựng trong đề thi,Verb Patterns,E2X.SKILL,48,20,True,True,True,False,0,74,True,2026-06-07T16:42:00.424848+00:00
540cf888-6764-52e4-808f-799cc3fbcffd,Cụm Động Từ Dễ Nhầm,Cụm Động Từ & Động Từ Đi Kèm — Cụm Động Từ Dễ Nhầm — luyện kỹ năng từ vựng trong đề thi,Verb Patterns,E2X.SKILL,40,20,True,True,True,False,0,75,True,2026-06-07T16:42:41.099927+00:00
d9fc2038-90db-5ca5-99fa-9688729b93c4,Thêm Ý & Nhấn Mạnh,Từ Nối & Logic Câu — Thêm Ý & Nhấn Mạnh — luyện kỹ năng từ vựng trong đề thi,Connectors and Logic,E2X.SKILL,40,20,True,True,True,False,0,76,True,2026-06-07T16:43:17.675537+00:00
5c06a67f-a8a2-56ea-abde-daf4f923f418,Tương Phản & Nhượng Bộ,Từ Nối & Logic Câu — Tương Phản & Nhượng Bộ — luyện kỹ năng từ vựng trong đề thi,Connectors and Logic,E2X.SKILL,40,20,True,True,True,False,0,77,True,2026-06-07T16:44:03.008849+00:00
91ae27f6-7fd7-55a8-88ef-d653d3db21b3,Nguyên Nhân & Kết Quả,Từ Nối & Logic Câu — Nguyên Nhân & Kết Quả — luyện kỹ năng từ vựng trong đề thi,Connectors and Logic,E2X.SKILL,40,20,True,True,True,False,0,78,True,2026-06-07T16:44:44.390571+00:00
0e1fa295-03cb-5ef0-8a88-eaecbe8ef1e3,Nêu Ví Dụ & Diễn Giải Lại,Từ Nối & Logic Câu — Nêu Ví Dụ & Diễn Giải Lại — luyện kỹ năng từ vựng trong đề thi,Connectors and Logic,E2X.SKILL,40,20,True,True,True,False,0,79,True,2026-06-07T16:45:32.694091+00:00
39d72863-a6aa-540b-82f3-5850a4499612,Trình Tự & Kết Luận,Từ Nối & Logic Câu — Trình Tự & Kết Luận — luyện kỹ năng từ vựng trong đề thi,Connectors and Logic,E2X.SKILL,48,20,True,True,True,False,0,80,True,2026-06-07T16:46:17.767335+00:00
e643c771-4a77-5e49-9223-565d775dd9ec,Họ Từ Danh-Động-Tính-Trạng,Họ Từ & Dạng Từ — Họ Từ Danh-Động-Tính-Trạng — luyện kỹ năng từ vựng trong đề thi,Word Families,E2X.SKILL,49,20,True,True,True,False,0,81,True,2026-06-07T16:46:55.768804+00:00
02eba3ac-38c6-5016-a643-73e2ad7f5197,Tiền Tố Phủ Định,Họ Từ & Dạng Từ — Tiền Tố Phủ Định — luyện kỹ năng từ vựng trong đề thi,Word Families,E2X.SKILL,49,20,True,True,True,False,0,82,True,2026-06-07T16:47:31.764502+00:00
c727b643-4610-54fd-b08c-26239b842bc4,Hậu Tố Tạo Từ,Họ Từ & Dạng Từ — Hậu Tố Tạo Từ — luyện kỹ năng từ vựng trong đề thi,Word Families,E2X.SKILL,40,20,True,True,True,False,0,83,True,2026-06-07T16:48:09.418814+00:00
f5b120a8-6fb0-542c-803c-e94d54c6308b,Từ Ghép & Từ Phái Sinh,Họ Từ & Dạng Từ — Từ Ghép & Từ Phái Sinh — luyện kỹ năng từ vựng trong đề thi,Word Families,E2X.SKILL,40,20,True,True,True,False,0,84,True,2026-06-07T16:48:52.364061+00:00
7fdcc329-f04c-50d0-90b1-7e7a7b577661,Cặp Dạng Từ Dễ Mắc Bẫy,Họ Từ & Dạng Từ — Cặp Dạng Từ Dễ Mắc Bẫy — luyện kỹ năng từ vựng trong đề thi,Word Families,E2X.SKILL,40,20,True,True,True,False,0,85,True,2026-06-07T16:49:35.898818+00:00
f60c8a38-f9a3-516d-af37-2caccc904ee6,Trang Trọng & Thân Mật,Bẫy Từ Vựng Trong Đề — Trang Trọng & Thân Mật — luyện kỹ năng từ vựng trong đề thi,Exam Traps,E2X.SKILL,40,20,True,True,True,False,0,86,True,2026-06-07T16:50:13.672513+00:00
160aa57a-4de1-5d49-92cf-ca450378c964,Từ Gần Nghĩa Nhưng Khác Cách Dùng,Bẫy Từ Vựng Trong Đề — Từ Gần Nghĩa Nhưng Khác Cách Dùng — luyện kỹ năng từ vựng trong đề thi,Exam Traps,E2X.SKILL,40,20,True,True,True,False,0,87,True,2026-06-07T16:50:58.943551+00:00
9bf95306-2430-5d28-927f-bb681028dba0,Bẫy Dịch Việt Sang Anh,Bẫy Từ Vựng Trong Đề — Bẫy Dịch Việt Sang Anh — luyện kỹ năng từ vựng trong đề thi,Exam Traps,E2X.SKILL,40,20,True,True,True,False,0,88,True,2026-06-07T16:51:47.894302+00:00
76133269-5f9a-5af9-8ad6-7a3f3c688a77,Nhiễu Thường Gặp Trong Trắc Nghiệm,Bẫy Từ Vựng Trong Đề — Nhiễu Thường Gặp Trong Trắc Nghiệm — luyện kỹ năng từ vựng trong đề thi,Exam Traps,E2X.SKILL,40,20,True,True,True,False,0,89,True,2026-06-07T16:52:36.052128+00:00
acf82d84-93b9-5c68-b162-b57aa99434c9,Paraphrase & Diễn Đạt Lại,Bẫy Từ Vựng Trong Đề — Paraphrase & Diễn Đạt Lại — luyện kỹ năng từ vựng trong đề thi,Exam Traps,E2X.SKILL,40,20,True,True,True,False,0,90,True,2026-06-07T16:53:17.846165+00:00
4c1e17cc-680f-59b1-83b7-367c0551c4e6,Tin giả & Năng lực số,Từ vựng Tin giả & Năng lực số — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Misinformation & Digital Literacy,E2X.ADV,46,20,True,True,True,False,0,91,True,2026-06-07T21:09:12.639014+00:00
96649403-a910-57dd-8aa7-2029004ad8bc,An ninh mạng & Quyền riêng tư dữ liệu,Từ vựng An ninh mạng & Quyền riêng tư dữ liệu — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Cybersecurity & Data Privacy,E2X.ADV,45,20,True,True,True,False,0,92,True,2026-06-07T21:10:23.21706+00:00
86454ead-274f-51b2-8645-12cc7d00d346,Y tế công cộng & Đại dịch,Từ vựng Y tế công cộng & Đại dịch — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Public Health & Pandemics,E2X.ADV,41,20,True,True,True,False,0,93,True,2026-06-07T21:11:22.596638+00:00
b3ed9c1c-1f37-5c9b-a172-9db330abcf99,Dân số già & Biến đổi nhân khẩu,Từ vựng Dân số già & Biến đổi nhân khẩu — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Aging Population & Demographic Change,E2X.ADV,42,20,True,True,True,False,0,94,True,2026-06-07T21:12:30.474763+00:00
7149a3e2-8a2c-549f-81a1-cbc9f834e79f,Tự động hóa & Tương lai việc làm,Từ vựng Tự động hóa & Tương lai việc làm — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Automation & Future of Work,E2X.ADV,43,20,True,True,True,False,0,95,True,2026-06-07T21:13:33.342126+00:00
780b1939-70a3-5d5e-bbb3-2bc6cf205cf8,Cải cách giáo dục & Học tập suốt đời,Từ vựng Cải cách giáo dục & Học tập suốt đời — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Education Reform & Lifelong Learning,E2X.ADV,43,20,True,True,True,False,0,96,True,2026-06-07T21:14:40.100992+00:00
e1689323-2640-5434-8dac-f8881d066e24,Chuyển dịch năng lượng tái tạo,Từ vựng Chuyển dịch năng lượng tái tạo — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Renewable Energy Transition,E2X.ADV,48,20,True,True,True,False,0,97,True,2026-06-07T21:16:02.618121+00:00
ea04ed40-154b-51df-a065-c2f8d40aef2e,Thành phố bền vững & Quy hoạch đô thị,Từ vựng Thành phố bền vững & Quy hoạch đô thị — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Sustainable Cities & Urban Planning,E2X.ADV,45,20,True,True,True,False,0,98,True,2026-06-07T21:17:12.677912+00:00
6009bc29-3eec-5171-b752-5dd99cd4e20b,An ninh lương thực & Chuỗi cung ứng,Từ vựng An ninh lương thực & Chuỗi cung ứng — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Food Security & Supply Chains,E2X.ADV,43,20,True,True,True,False,0,99,True,2026-06-07T21:18:28.488319+00:00
452121a6-171f-5902-b31f-6440c9302b3a,Bất bình đẳng & Dịch chuyển xã hội,Từ vựng Bất bình đẳng & Dịch chuyển xã hội — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Inequality & Social Mobility,E2X.ADV,41,20,True,True,True,False,0,100,True,2026-06-07T21:19:42.964669+00:00
a47dabfc-3625-5966-8b56-d0d88d7f9057,Hành vi tiêu dùng & Quảng cáo,Từ vựng Hành vi tiêu dùng & Quảng cáo — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Consumer Behavior & Advertising,E2X.ADV,47,20,True,True,True,False,0,101,True,2026-06-07T21:20:58.732766+00:00
67e757d7-8a58-5330-90d6-aecda2b52899,Phòng chống thiên tai & Khả năng phục hồi,Từ vựng Phòng chống thiên tai & Khả năng phục hồi — B2-C1 — chủ đề mới hay gặp trong bài đọc hiện đại,Disaster Preparedness & Resilience,E2X.ADV,46,20,True,True,True,False,0,102,True,2026-06-07T21:22:15.610787+00:00
